filename,artist,lof_raw_score,lof_anomaly_score,lof_flag
Impressionism/robert-julian-onderdonk_hudson-river-view-1912.jpg,robert julian onderdonk,1.0520712,0.16811064,0
Impressionism/giuseppe-de-nittis_breakfast-in-the-garden-1883.jpg,giuseppe de nittis,1.1902443,0.41840228,0
Impressionism/camille-pissarro_old-wingrower-in-moret-1902.jpg,camille pissarro,1.0321765,0.13207264,0
Impressionism/pierre-auguste-renoir_algerian-woman-seated-1882.jpg,pierre auguste renoir,0.99211055,0.05949577,0
Impressionism/pierre-auguste-renoir_roses-in-a-vase-1917.jpg,pierre auguste renoir,1.072891,0.20582433,0
Impressionism/eugene-boudin_laundresses-on-the-banks-of-the-touques-1.jpg,eugene boudin,1.0514361,0.1669601,0
Impressionism/alfred-sisley_the-island-of-saint-denis-1872.jpg,alfred sisley,1.0580008,0.17885171,0
Impressionism/nicolae-vermont_summer-day-1895.jpg,nicolae vermont,0.9994116,0.072721116,0
Impressionism/pierre-auguste-renoir_girl-and-cat-1882.jpg,pierre auguste renoir,1.0304408,0.12892856,0
Impressionism/pierre-auguste-renoir_marie-louise-durand-ruel-1898.jpg,pierre auguste renoir,1.3023107,0.62140334,0
Impressionism/john-henry-twachtman_the-portico.jpg,john henry twachtman,1.0920011,0.24044101,0
Impressionism/camille-pissarro_the-pont-neuf-afternoon-1901.jpg,camille pissarro,0.9763171,0.030886969,0
Impressionism/childe-hassam_home-sweet-home-cottage.jpg,childe hassam,1.370775,0.74542195,0
Impressionism/berthe-morisot_the-violin.jpg,berthe morisot,1.1400757,0.32752505,0
Impressionism/pierre-auguste-renoir_nude-arranging-her-hair-1885.jpg,pierre auguste renoir,1.0400578,0.14634907,0
Impressionism/valentin-serov_portrait-of-yevdokia-morozova-detail-1908.jpg,valentin serov,0.98989,0.05547335,0
Impressionism/edgar-degas_alexander-and-bucephalus-detail-1861-1.jpg,edgar degas,1.0078896,0.08807855,0
Impressionism/arthur-verona_neagoe-basarab-study.jpg,arthur verona,1.1941286,0.4254385,0
Impressionism/edgar-degas_dancer-seated-study-1872.jpg,edgar degas,1.158304,0.3605444,0
Impressionism/claude-monet_boats-in-the-port-of-honfleur-1.jpg,claude monet,1.0534462,0.1706013,0
Impressionism/lovis-corinth_red-and-yellow-tulips-1918.jpg,lovis corinth,1.0597936,0.18209922,0
Impressionism/istvan-nagy_little-girl-with-yellow-babushka-1917.jpg,istvan nagy,1.0482209,0.161136,0
Impressionism/pierre-auguste-renoir_portrait-of-stephane-mallarme-1892.jpg,pierre auguste renoir,1.066817,0.19482176,0
Impressionism/camille-pissarro_laundry-and-mill-at-osny-1884.jpg,camille pissarro,1.0495821,0.16360182,0
Impressionism/alfred-sisley_the-moret-bridge-and-mills-under-snow-1890.jpg,alfred sisley,1.016991,0.10456513,0
Impressionism/claude-monet_customs-house-at-varengaville.jpg,claude monet,1.1981165,0.4326623,0
Impressionism/pierre-auguste-renoir_young-girls-by-the-water.jpg,pierre auguste renoir,1.0608329,0.18398179,0
Impressionism/claude-monet_river-thawing-near-vetheuil.jpg,claude monet,1.0239307,0.11713586,0
Impressionism/claude-monet_the-manneport.jpg,claude monet,1.0234101,0.11619285,0
Impressionism/valentin-serov_mika-morozov-1901.jpg,valentin serov,1.0086534,0.08946208,0
Impressionism/pierre-auguste-renoir_young-girl-reading-1904.jpg,pierre auguste renoir,0.98890436,0.053687956,0
Impressionism/camille-pissarro_road-at-eragny-winter-1885.jpg,camille pissarro,1.0455916,0.15637322,0
Impressionism/childe-hassam_flower-store-and-dairy-store.jpg,childe hassam,1.0645602,0.19073358,0
Impressionism/willard-metcalf_gloucester-harbour-sun.jpg,willard metcalf,1.1150075,0.2821157,0
Impressionism/alfred-sisley_a-ponte.jpg,alfred sisley,0.9839982,0.044800732,0
Impressionism/gustave-caillebotte_the-park-at-yerres.jpg,gustave caillebotte,1.1044676,0.26302338,0
Impressionism/giovanni-boldini_portrait-of-sarah-bernhardt-1.jpg,giovanni boldini,1.179838,0.3995518,0
Impressionism/nikolay-bogdanov-belsky_three-boys-in-the-wood.jpg,nikolay bogdanov belsky,1.1373789,0.32264006,0
Impressionism/henri-martin_young-peasant-girl-and-her-dog.jpg,henri martin,1.1662871,0.37500528,0
Impressionism/eugene-boudin_trouville-beach-scene-1873.jpg,eugene boudin,0.99885815,0.07171862,0
Impressionism/zinaida-serebriakova_green-autumn-1908.jpg,zinaida serebriakova,1.3480914,0.70433205,0
Impressionism/mary-cassatt_a-kiss-for-baby-anne-no-3-1897.jpg,mary cassatt,1.0209379,0.11171469,0
Impressionism/john-singer-sargent_venice-sailing-boat.jpg,john singer sargent,1.0603651,0.18313444,0
Impressionism/william-merritt-chase_dorothy-1.jpg,william merritt chase,0.9856466,0.04778675,0
Impressionism/lucian-grigorescu_prim-var-la-balcic-1936.jpg,lucian grigorescu,1.050561,0.16537489,0
Impressionism/camille-pissarro_lovers-seated-at-the-foot-of-a-willow-tree-1901.jpg,camille pissarro,1.0827501,0.22368343,0
Impressionism/pierre-auguste-renoir_seated-bather-in-a-landscape-1900.jpg,pierre auguste renoir,1.0087587,0.089652754,0
Impressionism/camille-pissarro_marketplace-gisors-1891.jpg,camille pissarro,1.0564876,0.17611057,0
Impressionism/konstantin-makovsky_portrait-of-the-girl.jpg,konstantin makovsky,1.004586,0.08209421,0
Impressionism/edgar-degas_after-the-bath-7.jpg,edgar degas,0.9957849,0.066151574,0
Impressionism/mary-cassatt_a-woman-and-child-in-the-driving-seat-1881.jpg,mary cassatt,1.1201746,0.29147562,0
Impressionism/claude-monet_boats-at-rouen.jpg,claude monet,1.048577,0.16178101,0
Impressionism/childe-hassam_seascape.jpg,childe hassam,1.1340063,0.31653067,0
Impressionism/alfred-sisley_the-banks-of-the-loing-1892.jpg,alfred sisley,1.012994,0.097324885,0
Impressionism/william-merritt-chase_landscape-a-shinnecock-vale.jpg,william merritt chase,1.173797,0.38860905,0
Impressionism/leon-dabo_on-the-hillside.jpg,leon dabo,1.1267748,0.30343133,0
Impressionism/eugene-boudin_fervaques-a-village-street-1881.jpg,eugene boudin,1.0244448,0.118067205,0
Impressionism/julian-alden-weir_the-wharves-nassau-1913.jpg,julian alden weir,1.2970479,0.61187,0
Impressionism/frederic-remington_what-an-unbranded-cow-has-cost-1895.jpg,frederic remington,1.0432779,0.15218204,0
Impressionism/pierre-auguste-renoir_still-life-with-anemones.jpg,pierre auguste renoir,1.0945423,0.2450442,0
Impressionism/william-merritt-chase_near-the-sea-aka-shinnecock.jpg,william merritt chase,1.0371965,0.14116609,0
Impressionism/mikhail-nesterov_a-firtree-1890.jpg,mikhail nesterov,1.0090169,0.09012048,0
Impressionism/abdullah-suriosubroto_landscape-mountain.jpg,abdullah suriosubroto,1.0179408,0.10628553,0
Impressionism/eugene-boudin_rotterdam-the-pont-de-la-bourse-1876.jpg,eugene boudin,1.0531199,0.17001027,0
Impressionism/t.-c.-steele_whitewater-river.jpg,t. c. steele,1.0845457,0.22693613,0
Impressionism/claude-monet_the-church-at-varengeville.jpg,claude monet,1.056803,0.17668194,0
Impressionism/max-liebermann_terrace-overlooking-the-flower-garden-in-wannsee-1918.jpg,max liebermann,1.0837159,0.22543298,0
Impressionism/micaela-eleutheriade_mangalia.jpg,micaela eleutheriade,1.0374299,0.1415889,0
Impressionism/edgar-degas_laundry-girls-ironing-1884-1.jpg,edgar degas,0.9751232,0.02872433,0
Impressionism/john-henry-twachtman_beach-at-squam.jpg,john henry twachtman,1.0784875,0.21596207,0
Impressionism/henri-martin_fountain-in-the-garden-at-luxembourg.jpg,henri martin,1.0596226,0.18178958,0
Impressionism/childe-hassam_marche-st-pierre-montmartre.jpg,childe hassam,1.0269525,0.12260972,0
Impressionism/joaquã­n-sorolla_reservoir-at-the-alcazin-seville-1910.jpg,joaquã­n sorolla,1.0887834,0.23461236,0
Impressionism/frits-thaulow_beaulieu.jpg,frits thaulow,1.0743148,0.20840351,0
Impressionism/camille-pissarro_the-church-of-st-jacques-in-dieppe-morning-sun-1901.jpg,camille pissarro,0.98693544,0.050121386,0
Impressionism/theodor-pallady_orange-coat.jpg,theodor pallady,1.0118197,0.095197655,0
Impressionism/claude-monet_beach-and-cliffs-at-pourville-morning-effect.jpg,claude monet,1.0180061,0.10640386,0
Impressionism/alfred-sisley_spring-on-the-loing-river-1885.jpg,alfred sisley,0.9865877,0.049491487,0
Impressionism/samuel-mutzner_scen-algerian.jpg,samuel mutzner,1.0592463,0.18110785,0
Impressionism/william-merritt-chase_gathering-autumn-flowers.jpg,william merritt chase,1.077518,0.21420583,0
Impressionism/victor-borisov-musatov_a-tree.jpg,victor borisov musatov,1.0506253,0.1654915,0
Impressionism/armand-guillaumin_view-of-saint-sauves-1900.jpg,armand guillaumin,1.1194254,0.29011843,0
Impressionism/mary-cassatt_the-two-sisters-1894.jpg,mary cassatt,0.9842431,0.04524438,0
Impressionism/alfred-sisley_the-saint-martin-canal-1872.jpg,alfred sisley,1.0773652,0.21392898,0
Impressionism/petre-abrudan_andscape-from-baia-mare-with-buffalos.jpg,petre abrudan,1.080097,0.21887746,0
Impressionism/alfred-sisley_kitchen-garden-at-louveciennes-1873.jpg,alfred sisley,1.0062629,0.08513183,0
Impressionism/theo-van-rysselberghe_portrait-of-madame-monnon-1908.jpg,theo van rysselberghe,1.0405148,0.147177,0
Impressionism/john-henry-twachtman_snowbound-1900.jpg,john henry twachtman,1.09425,0.24451472,0
Impressionism/valentin-serov_peter-i-on-the-hunt-1902.jpg,valentin serov,1.0997989,0.25456628,0
Impressionism/edgar-degas_the-mante-family.jpg,edgar degas,1.0481651,0.16103494,0
Impressionism/camille-pissarro_the-pine-trees-of-louveciennes-1870.jpg,camille pissarro,1.0057847,0.0842657,0
Impressionism/edouard-manet_woman-in-furs-portrait-of-mery-laurent-1882.jpg,edouard manet,0.9999733,0.07373863,0
Impressionism/eugene-boudin_beach-scene-1887.jpg,eugene boudin,0.9969184,0.06820484,0
Impressionism/claude-monet_lunch-on-the-grass-central-panel.jpg,claude monet,1.077541,0.2142475,0
Impressionism/william-james-glackens_beach-scene-new-london-1918.jpg,william james glackens,1.1370431,0.32203177,0
Impressionism/konstantin-korovin_alupka-1912.jpg,konstantin korovin,1.0899138,0.23666012,0
Impressionism/alfred-sisley_saint-mammes-in-winter.jpg,alfred sisley,0.9740378,0.026758196,0
Impressionism/pierre-auguste-renoir_the-little-algerian-girl.jpg,pierre auguste renoir,0.9934416,0.061906848,0
Impressionism/camille-pissarro_the-pont-boieldieu-rouen-sunset-misty-weather-1896.jpg,camille pissarro,1.0264102,0.12162741,0
Impressionism/camille-pissarro_kew-gardens-2-1892.jpg,camille pissarro,1.0165641,0.10379185,0
Impressionism/karoly-ferenczy_man-sitting-on-a-log-1895.jpg,karoly ferenczy,1.0972093,0.24987543,0
Impressionism/mary-cassatt_mother-and-child-3.jpg,mary cassatt,1.0498658,0.16411576,0
Impressionism/giuseppe-de-nittis_around-the-shade.jpg,giuseppe de nittis,1.1063559,0.26644385,0
Impressionism/pierre-auguste-renoir_woman-s-head-1905.jpg,pierre auguste renoir,1.0031554,0.07950271,0
Impressionism/claude-monet_port-d-aval.jpg,claude monet,1.0356274,0.13832366,0
Impressionism/edgar-degas_the-star-1881.jpg,edgar degas,1.051645,0.16733865,0
Impressionism/childe-hassam_the-chinese-merchants.jpg,childe hassam,1.1196351,0.29049826,0
Impressionism/paul-cezanne_the-orchard-1877.jpg,paul cezanne,1.0204996,0.110920675,0
Impressionism/pierre-auguste-renoir_study-two-women-s-heads-1895.jpg,pierre auguste renoir,0.9775038,0.03303654,0
Impressionism/constantin-artachino_towards-the-springs.jpg,constantin artachino,1.1644714,0.3717163,0
Impressionism/arkhip-kuindzhi_snowy-mountain-peaks-caucasus.jpg,arkhip kuindzhi,1.1109418,0.27475086,0
Impressionism/robert-julian-onderdonk_coastal-scene.jpg,robert julian onderdonk,1.0462592,0.15758249,0
Impressionism/ferdinand-hodler_seated-bearded-man-1884.jpg,ferdinand hodler,1.0534835,0.17066889,0
Impressionism/t.-c.-steele_street-scene-1896.jpg,t. c. steele,1.003506,0.08013779,0
Impressionism/gustave-caillebotte_the-pont-de-europe-study.jpg,gustave caillebotte,1.2340553,0.49776304,0
Impressionism/john-henry-twachtman_hayrick-1900.jpg,john henry twachtman,1.0480502,0.16082677,0
Impressionism/joaquã­n-sorolla_arrival-of-the-fishing-boats-on-the-beach-valencia-1898.jpg,joaquã­n sorolla,1.0874935,0.23227589,0
Impressionism/valentin-serov_portrait-of-sergey-muromtsev-1910.jpg,valentin serov,1.0070517,0.08656071,0
Impressionism/kimon-loghi_blooming-apple-trees.jpg,kimon loghi,0.9954926,0.06562209,0
Impressionism/eugene-boudin_fishwomen-at-berck.jpg,eugene boudin,1.0079396,0.08816903,0
Impressionism/andre-dunoyer-de-segonzac_le-pont-des-arts-paris.jpg,andre dunoyer de segonzac,1.0201657,0.11031583,0
Impressionism/joaquã­n-sorolla_the-old-bridge-of-avila-1910.jpg,joaquã­n sorolla,1.1552432,0.35499996,0
Impressionism/walter-sickert_belvedere-bath.jpg,walter sickert,1.0187321,0.10771894,0
Impressionism/boris-kustodiev_view-from-the-window-of-the-academy-of-fine-arts.jpg,boris kustodiev,1.1048683,0.26374915,0
Impressionism/pierre-auguste-renoir_woman-s-head-1919.jpg,pierre auguste renoir,1.0138925,0.09895242,0
Impressionism/edgar-degas_two-dancers-resting.jpg,edgar degas,1.0869554,0.23130114,0
Impressionism/constantin-artachino_christ-study.jpg,constantin artachino,1.1793973,0.3987537,0
Impressionism/peder-severin-kroyer_beach-of-skagen-1892.jpg,peder severin kroyer,1.2130816,0.45977056,0
Impressionism/william-merritt-chase_women-under-trellis.jpg,william merritt chase,1.0729156,0.20586881,0
Impressionism/pyotr-konchalovsky_portrait-of-the-artist-s-wife-olga-konchalovskaya-under-the-umbrella-in-the-garden-1904.jpg,pyotr konchalovsky,1.1010449,0.2568233,0
Impressionism/ion-theodorescu-sion_pudica.jpg,ion theodorescu sion,1.0287588,0.12588164,0
Impressionism/gregoire-boonzaier_landskap-met-kronkelende-pad-kenilworth-1975.jpg,gregoire boonzaier,1.0932459,0.24269585,0
Impressionism/ivan-grohar_pogled-z-mojega-okna-1905.jpg,ivan grohar,1.0212661,0.11230917,0
Impressionism/john-singer-sargent_claude-monet-painting-by-the-edge-of-a-wood-1885.jpg,john singer sargent,1.093577,0.24329574,0
Impressionism/berthe-morisot_girl-with-dog-1.jpg,berthe morisot,1.1283379,0.30626273,0
Impressionism/eugene-boudin_sky-at-sunset.jpg,eugene boudin,1.2180271,0.46872905,0
Impressionism/claude-monet_the-spring-at-vetheuil.jpg,claude monet,0.99466753,0.06412757,0
Impressionism/joaquã­n-sorolla_the-coast-near-san-sebastian-1918.jpg,joaquã­n sorolla,1.1132402,0.2789144,0
Impressionism/pierre-auguste-renoir_landscape-with-white-house-1916.jpg,pierre auguste renoir,1.0558155,0.1748931,0
Impressionism/edgar-degas_dancer-with-bouquet.jpg,edgar degas,1.2134073,0.4603605,0
Impressionism/adam-baltatu_houses-in-hu-i-1.jpg,adam baltatu,1.0481019,0.16092049,0
Impressionism/berthe-morisot_young-woman-leaning-on-her-elbows.jpg,berthe morisot,0.97228986,0.023591869,0
Impressionism/konstantin-korovin_bridge.jpg,konstantin korovin,1.2437379,0.51530254,0
Impressionism/antoine-blanchard_boulevard-de-la-madeleine-2.jpg,antoine blanchard,1.0301896,0.12847356,0
Impressionism/childe-hassam_piazza-di-spagna-rome.jpg,childe hassam,1.1435266,0.3337761,0
Impressionism/maxime-maufra_cottages-in-the-snow-1891.jpg,maxime maufra,1.1569405,0.35807452,0
Impressionism/stefan-popescu_olt-valley-1918.jpg,stefan popescu,1.0156374,0.102113135,0
Impressionism/edvard-munch_at-the-coffee-table-1883.jpg,edvard munch,1.0189533,0.10811972,0
Impressionism/mary-cassatt_little-girl-with-a-japanese-doll.jpg,mary cassatt,1.0770714,0.2133969,0
Impressionism/kazimir-malevich_spring-garden-in-blossom-1904.jpg,kazimir malevich,1.0791837,0.21722315,0
Impressionism/alfred-sisley_the-church-at-moret-in-morning-sun-1893.jpg,alfred sisley,1.0551832,0.17374775,0
Impressionism/claude-monet_gardener-s-house-at-antibes.jpg,claude monet,1.0373974,0.14152995,0
Impressionism/lovis-corinth_self-portrait-with-a-glass-1907.jpg,lovis corinth,0.9680349,0.015884325,0
Impressionism/adam-baltatu_still-life-with-apples-and-pipkin.jpg,adam baltatu,1.1941466,0.4254711,0
Impressionism/santiago-rusinol_jardines-de-aranjuez-1.jpg,santiago rusinol,1.0294765,0.12718181,0
Impressionism/camille-pissarro_the-louvre-winter-sunlight-morning-2nd-version-1901.jpg,camille pissarro,1.0430672,0.15180048,0
Impressionism/claude-monet_the-grande-creuse-by-the-bridge-at-vervy.jpg,claude monet,1.0114088,0.09445331,0
Impressionism/claude-monet_vetheuil.jpg,claude monet,1.0177205,0.10588647,0
Impressionism/childe-hassam_isle-of-shoals-1.jpg,childe hassam,1.0589429,0.18055828,0
Impressionism/john-singer-sargent_a-hotel-room.jpg,john singer sargent,1.133955,0.31643784,0
Impressionism/pierre-auguste-renoir_beaulieu-1890.jpg,pierre auguste renoir,1.1264741,0.30288672,0
Impressionism/edmund-charles-tarbell_across-the-room-1899.jpg,edmund charles tarbell,1.1780231,0.39626434,0
Impressionism/vasile-popescu_garden-in-c-lim-ne-ti-1942.jpg,vasile popescu,1.105297,0.26452565,0
Impressionism/zinaida-serebriakova_summer-1910.jpg,zinaida serebriakova,1.0249592,0.11899899,0
Impressionism/paul-cezanne_flowers-in-a-vase-1873.jpg,paul cezanne,1.0440778,0.153631,0
Impressionism/pierre-auguste-renoir_woman-with-a-blue-blouse-1883.jpg,pierre auguste renoir,1.0478992,0.1605534,0
Impressionism/pierre-auguste-renoir_madame-hagen-1883.jpg,pierre auguste renoir,1.1137967,0.2799224,0
Impressionism/adam-baltatu_winter-landscape-1.jpg,adam baltatu,1.045698,0.15656605,0
Impressionism/john-singer-sargent_woman-with-collie.jpg,john singer sargent,1.2905028,0.60001403,0
Impressionism/pierre-auguste-renoir_woman-s-head-1887.jpg,pierre auguste renoir,1.061459,0.1851159,0
Impressionism/claude-monet_the-house-seen-from-the-rose-garden-3-1924.jpg,claude monet,1.145672,0.33766234,0
Impressionism/joaquã­n-sorolla_valencian-fiesin-an-orange-grove-1898.jpg,joaquã­n sorolla,1.1617362,0.36676177,0
Impressionism/mary-cassatt_the-lamp-1891.jpg,mary cassatt,1.1549399,0.3544506,0
Impressionism/robert-julian-onderdonk_road-to-the-hills-1918.jpg,robert julian onderdonk,0.9982487,0.07061462,0
Impressionism/eugene-boudin_untitled-2.jpg,eugene boudin,1.0131438,0.0975961,0
Impressionism/camille-pissarro_the-fair-in-dieppe-sunny-morning-1901.jpg,camille pissarro,0.98623705,0.0488563,0
Impressionism/alfred-sisley_the-fields-and-hills-of-veneux-nadon-1881.jpg,alfred sisley,0.9935504,0.062104,0
Impressionism/pierre-auguste-renoir_place-de-la-trinite-1875-2.jpg,pierre auguste renoir,0.9781289,0.034168933,0
Impressionism/eugene-boudin_sky-1863.jpg,eugene boudin,1.1421956,0.3313651,0
Impressionism/joaquã­n-sorolla_after-the-bath-1916.jpg,joaquã­n sorolla,1.0910869,0.23878497,0
Impressionism/eugene-boudin_trouville-1.jpg,eugene boudin,1.0794362,0.21768051,0
Impressionism/maurice-prendergast_low-tide-beachmont.jpg,maurice prendergast,1.13728,0.32246083,0
Impressionism/karoly-ferenczy_izvora-in-autumn-1909.jpg,karoly ferenczy,1.0975435,0.2504807,0
Impressionism/pierre-auguste-renoir_the-reader-young-woman-reading-a-book-1876.jpg,pierre auguste renoir,0.9764615,0.031148579,0
Impressionism/claude-monet_cliff-near-dieppe-overcast-skies.jpg,claude monet,1.0899312,0.23669165,0
Impressionism/childe-hassam_mrs-hassam-in-the-garden.jpg,childe hassam,1.081743,0.22185917,0
Impressionism/julian-alden-weir_girl-standing-by-a-gate-1896.jpg,julian alden weir,1.0864433,0.23037346,0
Impressionism/claude-monet_the-valley-of-creuse-at-fresselines.jpg,claude monet,0.9825183,0.042120054,0
Impressionism/konstantinos-volanakis_admiring-the-ships.jpg,konstantinos volanakis,1.0756042,0.21073912,0
Impressionism/gustave-caillebotte_landscape-study-in-yellow-and-rose.jpg,gustave caillebotte,1.3039392,0.6243533,0
Impressionism/eugene-boudin_beach-scene-15.jpg,eugene boudin,1.0032145,0.07960982,0
Impressionism/georges-seurat_farmer-to-work-1883.jpg,georges seurat,1.1861045,0.41090333,0
Impressionism/konstantin-korovin_russia-nostalgia.jpg,konstantin korovin,1.0925639,0.24146047,0
Impressionism/mary-cassatt_woman-sewing-1914.jpg,mary cassatt,1.0060552,0.08475567,0
Impressionism/edgar-degas_three-dancers-behind-the-scenes.jpg,edgar degas,1.0405991,0.14732966,0
Impressionism/childe-hassam_portrait-of-a-lady-in-blue-dress.jpg,childe hassam,1.0350035,0.13719365,0
Impressionism/claude-monet_palazzo-dario-3.jpg,claude monet,1.1810993,0.40183666,0
Impressionism/paul-signac_railway-junction-near-bois-colombes-1886.jpg,paul signac,1.2576234,0.5404552,0
Impressionism/arkhip-kuindzhi_sunset-3.jpg,arkhip kuindzhi,1.2662423,0.55606765,0
Impressionism/andre-dunoyer-de-segonzac_nature-morte.jpg,andre dunoyer de segonzac,1.1473337,0.34067255,0
Impressionism/pierre-auguste-renoir_landscape-19.jpg,pierre auguste renoir,1.0454053,0.1560357,0
Impressionism/claude-monet_on-the-cliff-near-dieppe.jpg,claude monet,0.9889185,0.053713545,0
Impressionism/claude-monet_poplars-on-the-banks-of-the-epte.jpg,claude monet,1.1606894,0.3648654,0
Impressionism/claude-monet_rocky-coast-and-the-lion-rock-belle-ile.jpg,claude monet,1.1065731,0.2668373,0
Impressionism/julian-alden-weir_landscape-with-seated-figure.jpg,julian alden weir,1.0885088,0.23411505,0
Impressionism/ivan-albright_maine-coast.jpg,ivan albright,1.200197,0.4364309,0
Impressionism/william-merritt-chase_still-life-flowers.jpg,william merritt chase,1.1420263,0.33105847,0
Impressionism/camille-pissarro_road-to-louveciennes.jpg,camille pissarro,1.083751,0.22549646,0
Impressionism/pierre-auguste-renoir_study-torso-sunlight-effect.jpg,pierre auguste renoir,1.0723082,0.2047686,0
Impressionism/pierre-auguste-renoir_medlar-trees-cagnes-1908.jpg,pierre auguste renoir,1.036217,0.1393917,0
Impressionism/ilya-mashkov_alupka-park-cabrank.jpg,ilya mashkov,1.0649629,0.19146302,0
Impressionism/edgar-degas_dancers-in-a-studio.jpg,edgar degas,1.1232444,0.2970363,0
Impressionism/claude-monet_wild-poppies-near-argenteuil-1873.jpg,claude monet,1.0573714,0.17771155,0
Impressionism/mary-cassatt_the-befooted-child-1898.jpg,mary cassatt,1.1038624,0.26192704,0
Impressionism/constantin-artachino_tatar-cottage.jpg,constantin artachino,1.1876304,0.41366738,0
Impressionism/alfred-sisley_washerwomen-of-bougival-1875.jpg,alfred sisley,0.99141586,0.05823738,0
Impressionism/nikolay-bogdanov-belsky_country-boys-1.jpg,nikolay bogdanov belsky,1.1515471,0.34830475,0
Impressionism/camille-pissarro_the-pont-neuf-2-1901.jpg,camille pissarro,0.98513544,0.0468608,0
Impressionism/gregoire-boonzaier_hermanus-seascape-1945.jpg,gregoire boonzaier,1.1309711,0.31103265,0
Impressionism/konstantin-korovin_still-life-with-fruit-and-bottle.jpg,konstantin korovin,1.0857875,0.22918558,0
Impressionism/childe-hassam_lady-walking-down-fifth-avenue.jpg,childe hassam,1.0256981,0.12033738,0
Impressionism/victor-borisov-musatov_boy-with-a-dog-1895.jpg,victor borisov musatov,1.0690079,0.19879031,0
Impressionism/nicolae-tonitza_lady-with-veil-1915.jpg,nicolae tonitza,1.078213,0.21546476,0
Impressionism/childe-hassam_spring-aka-the-artist-s-sister.jpg,childe hassam,1.1217859,0.29439425,0
Impressionism/pierre-auguste-renoir_blond-in-a-straw-hat-seated-girl.jpg,pierre auguste renoir,0.9923568,0.059941795,0
Impressionism/berthe-morisot_the-artist-s-sister-edma-with-her-daughter-jeanne.jpg,berthe morisot,1.0010144,0.07562443,0
Impressionism/camille-pissarro_the-thaw-eragny-1893.jpg,camille pissarro,1.0198379,0.109721996,0
Impressionism/maxime-maufra_the-cove-at-cape-suzon-1898.jpg,maxime maufra,1.0568184,0.1767098,0
Impressionism/camille-pissarro_old-woman-with-ducks-at-montfoucault.jpg,camille pissarro,1.0150539,0.10105611,0
Impressionism/eugene-boudin_the-manet-family-picnicking-1866.jpg,eugene boudin,1.0969173,0.24934638,0
Impressionism/camille-pissarro_sunset-at-eragny.jpg,camille pissarro,1.0093538,0.09073073,0
Impressionism/constantin-artachino_dobrujan-woman.jpg,constantin artachino,1.1411536,0.32947758,0
Impressionism/francisc-sirato_houses-on-the-shore-of-lake-cernica.jpg,francisc sirato,1.1159647,0.28384948,0
Impressionism/alfred-sisley_landscape-with-houses-1873.jpg,alfred sisley,1.0047196,0.08233628,0
Impressionism/konstantin-korovin_summertime-1895.jpg,konstantin korovin,1.1429182,0.33267415,0
Impressionism/georges-seurat_the-riverbanks-1883.jpg,georges seurat,1.0188576,0.10794632,0
Impressionism/andre-dunoyer-de-segonzac_paysage-m-diterran-en.jpg,andre dunoyer de segonzac,1.2137231,0.46093252,0
Impressionism/john-henry-twachtman_icebound.jpg,john henry twachtman,1.0183691,0.1070614,0
Impressionism/berthe-morisot_shepherdess-resting-1891.jpg,berthe morisot,1.0300525,0.12822524,0
