filename,artist,global_cosine_sim,global_anomaly_score
Realism/boris-kustodiev_portrait-of-elizabeth-pushkina.jpg,boris kustodiev,0.64169216,0.35830784
Realism/odilon-redon_wildflowers-in-a-long-necked-vase.jpg,odilon redon,0.41626078,0.5837392
Realism/john-singer-sargent_mrs-ernest-g-raphael-florence-cecilia-sassoon-1905.jpg,john singer sargent,0.569759,0.430241
Realism/vasily-vereshchagin_retired-butler-1888.jpg,vasily vereshchagin,0.48825675,0.51174325
Realism/william-adolphe-bouguereau_psyche-and-amour-1889.jpg,william adolphe bouguereau,0.48970056,0.51029944
Realism/mihaly-munkacsy_milton-1878.jpg,mihaly munkacsy,0.62971574,0.37028426
Realism/ivan-shishkin_cape-ai-todor-crimea-1879.jpg,ivan shishkin,0.66416967,0.33583033
Realism/ilya-repin_street-in-tiflis-1881.jpg,ilya repin,0.5684525,0.43154752
Realism/henri-fantin-latour_vase-of-peonies-1875.jpg,henri fantin latour,0.38718984,0.61281013
Realism/vincent-van-gogh_the-potato-eaters-1885-1.jpg,vincent van gogh,0.6361437,0.36385632
Realism/ilya-repin_zaporozhets.jpg,ilya repin,0.6905786,0.30942142
Realism/ivan-kramskoy_portrait-of-the-photographer-andrey-denier-1883.jpg,ivan kramskoy,0.54326624,0.45673376
Realism/volodymyr-orlovsky_sunset-over-the-river-1890.jpg,volodymyr orlovsky,0.63450414,0.36549586
Realism/camille-corot_the-bridge-at-nantes-1870.jpg,camille corot,0.57618487,0.42381513
Realism/isaac-levitan_landscare-distant-view.jpg,isaac levitan,0.6265693,0.37343073
Realism/arkhip-kuindzhi_forgotten-village-1873.jpg,arkhip kuindzhi,0.5298239,0.4701761
Realism/vasily-surikov_the-good-samaritan-1874.jpg,vasily surikov,0.72259223,0.27740777
Realism/john-singer-sargent_nude-1.jpg,john singer sargent,0.54622257,0.45377743
Realism/vasily-surikov_wanderer.jpg,vasily surikov,0.5521369,0.4478631
Realism/vasily-perov_shy-girl-study-for-the-painting-the-janitor-who-gives-an-apartment-to-her-mistress-1864.jpg,vasily perov,0.59727585,0.40272415
Realism/edgar-degas_a-roman-beggar-woman-1857.jpg,edgar degas,0.5902251,0.4097749
Impressionism/vasily-surikov_maria-s-head.jpg,vasily surikov,0.6604868,0.33951318
Realism/vasily-surikov_head-of-khakasy-1893.jpg,vasily surikov,0.4769888,0.5230112
Impressionism/frederic-remington_what-an-unbranded-cow-has-cost-1895.jpg,frederic remington,0.5684317,0.43156832
Realism/vasily-perov_court-pugacheva-1875.jpg,vasily perov,0.69916904,0.30083096
Realism/vincent-van-gogh_still-life-with-clogs-and-pots-1884.jpg,vincent van gogh,0.44886222,0.5511378
Realism/theodore-rousseau_not_detected_198951.jpg,theodore rousseau,0.5837904,0.41620958
Realism/pyotr-konchalovsky_in-the-cathedral-of-yuryev-abbot-bessarion-1926.jpg,pyotr konchalovsky,0.5094086,0.4905914
Realism/thomas-eakins_mrs-richard-day.jpg,thomas eakins,0.5651792,0.43482077
Realism/camille-corot_the-lac-de-nemi.jpg,camille corot,0.4030096,0.5969904
Realism/ilya-repin_n-wentzell-1879.jpg,ilya repin,0.7053039,0.2946961
Realism/edouard-manet_polichinelle-1873.jpg,edouard manet,0.6193727,0.38062727
Realism/aleksey-savrasov_type-in-the-swiss-alps-mount-small-ruhen-1862.jpg,aleksey savrasov,0.26598352,0.7340165
Realism/vasily-polenov_what-people-think-about-me.jpg,vasily polenov,0.59331226,0.40668774
Realism/vladimir-makovsky_at-the-boulevard-1887.jpg,vladimir makovsky,0.55596846,0.44403154
Realism/vincent-van-gogh_woman-with-shawl-sewing-1883.jpg,vincent van gogh,0.7139532,0.2860468
Realism/pyotr-konchalovsky_lilacs.jpg,pyotr konchalovsky,0.34767765,0.65232235
Realism/henry-herbert-la-thangue_study-of-the-bust-of-a-young-cornishwoman-with-a-window-behind.jpg,henry herbert la thangue,0.5224582,0.4775418
Realism/camille-corot_marshy-pastures.jpg,camille corot,0.465085,0.534915
Realism/edouard-manet_portrait-of-emile-zola-1868.jpg,edouard manet,0.5712951,0.42870492
Realism/henri-fantin-latour_flowers-roses-1883-1.jpg,henri fantin latour,0.4506936,0.5493064
Realism/vincent-van-gogh_sien-s-mother-s-house-closer-view-1882.jpg,vincent van gogh,0.62382954,0.37617046
Realism/camille-corot_voltarra-the-citadel-1834.jpg,camille corot,0.5930233,0.4069767
Realism/arthur-segal_the-artist-in-the-studio.jpg,arthur segal,0.53855276,0.46144724
Realism/vasily-surikov_head-of-girl-portrait-of-z-s-khaminova-1908.jpg,vasily surikov,0.52925277,0.47074723
Realism/vincent-van-gogh_head-of-a-woman.jpg,vincent van gogh,0.55176646,0.44823354
Realism/ivan-shishkin_alley-of-the-summer-garden-in-st-petersburg-1869.jpg,ivan shishkin,0.5199591,0.4800409
Realism/vincent-van-gogh_two-hands-2.jpg,vincent van gogh,0.55224884,0.44775116
Realism/ilya-repin_old-farmer-1885.jpg,ilya repin,0.56534743,0.43465257
Realism/isaac-levitan_the-lake-eventide.jpg,isaac levitan,0.45238099,0.547619
Realism/vasily-perov_yaroslavna-s-lament-1881.jpg,vasily perov,0.66551775,0.33448225
Realism/vincent-van-gogh_sien-sewing-half-figure-1883-1.jpg,vincent van gogh,0.67339635,0.32660365
Realism/anders-zorn_way-to-the-church.jpg,anders zorn,0.65919,0.34081
Realism/mikhail-nesterov_portrait-of-maxim-gorky-1901.jpg,mikhail nesterov,0.68123615,0.31876385
Realism/isaac-levitan_spring-in-the-village.jpg,isaac levitan,0.6304456,0.3695544
Realism/isaac-levitan_the-last-rays-of-the-sun-a-lake-1899.jpg,isaac levitan,0.38832682,0.6116732
Realism/james-tissot_a-luncheon-1868.jpg,james tissot,0.5032181,0.4967819
Realism/fyodor-vasilyev_peasant-s-house.jpg,fyodor vasilyev,0.4977178,0.5022822
Realism/martin-johnson-heade_portrait-of-a-man-1840.jpg,martin johnson heade,0.49497715,0.5050229
Realism/klavdy-lebedev_spat-on-the-terrace.jpg,klavdy lebedev,0.5040863,0.49591368
Realism/frits-thaulow_in-the-elbank-hamburg.jpg,frits thaulow,0.6372302,0.36276978
Realism/boris-kustodiev_portrait-of-vasily-vasilyevich-mate.jpg,boris kustodiev,0.5079263,0.4920737
Realism/ilya-repin_admiralty-1869.jpg,ilya repin,0.5859062,0.4140938
Realism/vincent-van-gogh_interior-with-peasant-woman-sewing-1885-2.jpg,vincent van gogh,0.6702774,0.32972258
Realism/ivan-shishkin_forest-stream-1874.jpg,ivan shishkin,0.40514725,0.59485275
Realism/ilya-repin_portrait-of-the-surgeon-nikolay-pirogov-1881.jpg,ilya repin,0.45853427,0.54146576
Realism/pyotr-konchalovsky_blue-willows-1926.jpg,pyotr konchalovsky,0.487285,0.512715
Realism/isaac-levitan_a-yard.jpg,isaac levitan,0.4578516,0.5421484
Realism/julius-leblanc-stewart_portrait-of-laure-hayman-1882(1).jpg,julius leblanc stewart,0.4584911,0.5415089
Realism/ivan-shishkin_pine-forest-1889.jpg,ivan shishkin,0.45165813,0.5483419
Realism/john-singer-sargent_ena-and-betty-daughters-of-asher-and-mrs-wertheimer-1901.jpg,john singer sargent,0.5313052,0.4686948
Realism/pyotr-konchalovsky_crimean-landscape-my-crimea-1947.jpg,pyotr konchalovsky,0.31234974,0.68765026
Realism/ivan-kramskoy_self-portrait-1867.jpg,ivan kramskoy,0.4997037,0.5002963
Realism/john-singer-sargent_gordon-greenough-1880.jpg,john singer sargent,0.5863318,0.41366822
Realism/isaac-levitan_river-in-the-forest-autumn-at-river-istra-1886.jpg,isaac levitan,0.45493448,0.5450655
Realism/ilya-repin_shiryaev-gully-on-the-volga-1870.jpg,ilya repin,0.49741313,0.50258684
Realism/vasily-polenov_golden-tsarina-s-chamber-window-1877.jpg,vasily polenov,0.37984866,0.62015134
Realism/thomas-eakins_portrait-of-sarah-sagehorn-frishmuth-1900.jpg,thomas eakins,0.60526025,0.39473975
Realism/gustave-courbet_the-wave-1866.jpg,gustave courbet,0.37087828,0.6291217
Realism/john-singer-sargent_temple-of-denderah-1891.jpg,john singer sargent,0.35011706,0.6498829
Realism/henri-fantin-latour_yellow-and-red-roses-1879.jpg,henri fantin latour,0.60016507,0.39983493
Realism/vasily-polenov_fishing-boat-etretat-normandy-1874.jpg,vasily polenov,0.50572526,0.49427474
Realism/arkhip-kuindzhi_on-a-valaam-island-1873.jpg,arkhip kuindzhi,0.60032284,0.39967716
Realism/ivan-shishkin_in-the-grove-1865.jpg,ivan shishkin,0.38568532,0.6143147
Realism/thomas-eakins_william-rush-carving-his-allegorical-figure-of-the-schuykill-river-1877.jpg,thomas eakins,0.52927715,0.47072285
Realism/valentin-serov_self-portrait-1885-1.jpg,valentin serov,0.54593503,0.45406497
Realism/fyodor-vasilyev_autumn-forest-1873.jpg,fyodor vasilyev,0.49277693,0.50722307
Realism/anders-zorn_at-the-piano-1900.jpg,anders zorn,0.66979295,0.33020705
Realism/ivan-shishkin_winter-in-a-forest-rime-1877.jpg,ivan shishkin,0.19562465,0.80437535
Realism/n.c.-wyeth_the-death-of-guenever.jpg,n.c. wyeth,0.53382313,0.46617687
Realism/boris-kustodiev_portrait-of-vsevolod-voinov-1924.jpg,boris kustodiev,0.64587545,0.35412455
Realism/ivan-shishkin_creek-in-gurzuf.jpg,ivan shishkin,0.60998154,0.39001846
Realism/salvador-dali_original-sin.jpg,salvador dali,0.58935964,0.41064036
Realism/vincent-van-gogh_edge-of-a-wood-1882(1).jpg,vincent van gogh,0.38163763,0.61836237
Realism/isaac-levitan_autumn-landscape-village.jpg,isaac levitan,0.6285945,0.37140548
Realism/vasily-surikov_study-to-tsarevna-s-visit-of-nunnery-1.jpg,vasily surikov,0.42670184,0.57329816
Impressionism/vasily-surikov_venice-doge-s-palace-1900.jpg,vasily surikov,0.653308,0.34669203
Realism/henri-fantin-latour_white-phlox-summer-chrysanthemum-and-larkspur.jpg,henri fantin latour,0.37338674,0.62661326
Realism/guntis-strupulis_pavasaris.jpg,guntis strupulis,0.50888044,0.49111956
Realism/konstantinos-volanakis_moonlit-harbour.jpg,konstantinos volanakis,0.58642375,0.41357625
Realism/konstantin-bogaevsky_view-of-sudak-1.jpg,konstantin bogaevsky,0.46984538,0.5301546
Realism/ivan-shishkin_forest-5.jpg,ivan shishkin,0.31473795,0.6852621
Realism/isaac-levitan_late-autumn.jpg,isaac levitan,0.5835385,0.41646153
Realism/mihaly-munkacsy_paris-saloon-wife-of-the-artist.jpg,mihaly munkacsy,0.56424606,0.43575394
Realism/mikhail-nesterov_the-korin-brothers-1930.jpg,mikhail nesterov,0.6444462,0.3555538
Realism/john-collier_mrs-huxley-1928.jpg,john collier,0.49396485,0.50603515
Realism/fyodor-bronnikov_exile-in-front-of-the-grave-1870.jpg,fyodor bronnikov,0.541255,0.458745
Realism/theodore-rousseau_town-in-auvergne-1830.jpg,theodore rousseau,0.64967036,0.35032964
Realism/ilya-repin_portrait-of-railroad-tycoon-and-patron-of-the-arts-savva-ivanovich-mamontov-1878.jpg,ilya repin,0.5621736,0.4378264
Realism/ivan-grohar_brna-1899.jpg,ivan grohar,0.56662,0.43338
Realism/jean-francois-millet_brushwood-collectors.jpg,jean francois millet,0.5768342,0.4231658
Realism/john-singer-sargent_jack-millet-as-a-baby-1888.jpg,john singer sargent,0.5048074,0.4951926
Realism/nikolay-bogdanov-belsky_portrait-of-feodor-chaliapin.jpg,nikolay bogdanov belsky,0.46628347,0.53371656
Realism/nikolai-ge_bay-in-livorno.jpg,nikolai ge,0.5231415,0.4768585
Realism/aleksey-savrasov_spring-1874.jpg,aleksey savrasov,0.47746953,0.52253044
Realism/alexey-venetsianov_full-scale-class.jpg,alexey venetsianov,0.59776,0.40223998
Realism/vladimir-makovsky_a-party-1875.jpg,vladimir makovsky,0.62948865,0.37051135
Realism/winslow-homer_sailing-off-gloucester.jpg,winslow homer,0.3096618,0.6903382
Realism/ivan-kramskoy_kramskoi-ivan-mina-moiseev-sun-1882.jpg,ivan kramskoy,0.61139333,0.38860667
Realism/vasily-surikov_boyarynya-morozova-study-1887.jpg,vasily surikov,0.48630482,0.5136952
Realism/nikolay-bogdanov-belsky_portrait-of-m-sheremetova.jpg,nikolay bogdanov belsky,0.6246249,0.3753751
Realism/jean-francois-millet_the-knitting-shepherdess-1857.jpg,jean francois millet,0.5336699,0.4663301
Realism/camille-pissarro_landscape-with-factory-1867.jpg,camille pissarro,0.48924252,0.51075745
Realism/isaac-levitan_forest-gave.jpg,isaac levitan,0.38568354,0.61431646
Realism/fyodor-vasilyev_tide-near-the-shore-of-the-crimea.jpg,fyodor vasilyev,0.5910422,0.40895778
Realism/mykola-yaroshenko_portrait-of-nikolaj-nikolajewitsch-ge-1890.jpg,mykola yaroshenko,0.5626053,0.43739468
Realism/ilya-repin_railway-guard-hotkovo-1882.jpg,ilya repin,0.54946023,0.45053977
Realism/antã³nio-de-carvalho-da-silva-porto_lugar-do-prado-santa-marta-minho-1892.jpg,antã³nio de carvalho da silva porto,0.58789223,0.41210777
Realism/vasily-surikov_yermak-s-conquest-of-siberia-study-2.jpg,vasily surikov,0.691455,0.308545
Realism/boris-kustodiev_interior-the-female-figure-at-the-window-in-studio-1920.jpg,boris kustodiev,0.6520673,0.3479327
Realism/ivan-shishkin_fallen-tree.jpg,ivan shishkin,0.58147913,0.41852087
Realism/valentin-serov_lilacs-in-vase-1887.jpg,valentin serov,0.55557746,0.44442254
Realism/henri-fantin-latour_flowers-in-an-earthenware-vase-1883.jpg,henri fantin latour,0.5517458,0.44825423
Realism/m.c.-escher_emblemata-dice.jpg,m.c. escher,0.29473472,0.7052653
Realism/pyotr-konchalovsky_skating-rink-dynamo-1948.jpg,pyotr konchalovsky,0.56250215,0.43749785
Realism/boris-kustodiev_portrait-of-l-i-shetalova-woman-with-a-cup-1920.jpg,boris kustodiev,0.42913944,0.57086056
Realism/ivan-shishkin_birch-grove-1896.jpg,ivan shishkin,0.22319227,0.7768077
Realism/viktor-vasnetsov_children-are-ruining-the-nest.jpg,viktor vasnetsov,0.6439103,0.3560897
Realism/vincent-van-gogh_man-loading-a-cart-1885.jpg,vincent van gogh,0.56631017,0.43368983
Realism/camille-corot_seine-landscape-near-chatou-1855.jpg,camille corot,0.66567075,0.33432925
Realism/ilya-repin_the-young-soldier-parisian-style.jpg,ilya repin,0.6052373,0.3947627
Realism/ivan-shishkin_a-woman-under-an-umbrella-on-a-flowering-meadow-1881.jpg,ivan shishkin,0.3965934,0.6034066
Realism/n.c.-wyeth_tristram-and-isolde.jpg,n.c. wyeth,0.60802186,0.39197814
Realism/jean-francois-millet_laundress.jpg,jean francois millet,0.5547823,0.44521773
Realism/vasily-surikov_self-portrait-man-with-hurt-hand-1913.jpg,vasily surikov,0.43918824,0.56081176
Realism/george-pemba_self-portrait-1987.jpg,george pemba,0.59209704,0.40790296
Realism/theodore-gericault_scene-of-cannibalism-for-the-raft-of-the-medusa.jpg,theodore gericault,0.5628667,0.4371333
Realism/edouard-manet_madame-manet-at-the-piano-1868.jpg,edouard manet,0.62562144,0.37437856
Realism/vincent-van-gogh_sale-of-building-scrap-1885.jpg,vincent van gogh,0.6161159,0.38388407
Realism/koloman-moser_blooming-flowers-with-garden-fence.jpg,koloman moser,0.22541699,0.774583
Realism/vasily-vereshchagin_on-the-way-bad-news-from-france-1895.jpg,vasily vereshchagin,0.54759717,0.45240283
Realism/pyotr-konchalovsky_autumn-bouquet-1919.jpg,pyotr konchalovsky,0.42212796,0.57787204
Realism/boris-kustodiev_portrait-of-a-n-protasova-1900.jpg,boris kustodiev,0.5614959,0.4385041
Realism/ivan-shishkin_young-pines-on-the-sandy-cliff-mary-howie-on-finnish-railways-1890.jpg,ivan shishkin,0.5197942,0.48020577
Realism/david-burliuk_june-g-1950.jpg,david burliuk,0.40705138,0.5929486
Realism/isaac-levitan_fountain-1886.jpg,isaac levitan,0.65167046,0.34832954
Realism/vincent-van-gogh_miners-1880.jpg,vincent van gogh,0.6142334,0.38576663
Realism/john-singer-sargent_m-carey-thomas-1899.jpg,john singer sargent,0.5697669,0.43023312
Realism/isaac-levitan_apiary.jpg,isaac levitan,0.3856983,0.6143017
Realism/julius-leblanc-stewart_rio-della-maddalena-1908(1).jpg,julius leblanc stewart,0.23639509,0.7636049
Realism/nicolae-grigorescu_turkish-prisoners.jpg,nicolae grigorescu,0.60978734,0.39021266
Realism/pierre-auguste-renoir_leonard-renoir-1869.jpg,pierre auguste renoir,0.54206616,0.45793384
Realism/ivan-shishkin_wind-fallen-trees-1867.jpg,ivan shishkin,0.5550178,0.44498217
Realism/camille-corot_archicourt-near-arras.jpg,camille corot,0.65433395,0.34566605
Realism/odilon-redon_vase-of-flowers-2.jpg,odilon redon,0.5646463,0.4353537
Realism/alexey-venetsianov_bather.jpg,alexey venetsianov,0.5299889,0.47001112
Realism/ivan-vladimirov_the-revolt-of-the-peasants-on-the-estate-of-prince-shahovskoy.jpg,ivan vladimirov,0.53794116,0.46205884
Realism/camille-corot_corot-in-the-studio-of-constant-dutilleux-1856.jpg,camille corot,0.6872835,0.31271648
Realism/ilya-repin_reception-for-local-cossack-leaders-by-alexander-iii-in-the-court-of-the-petrovsky-palace-in-1885.jpg,ilya repin,0.5354335,0.46456653
Realism/william-adolphe-bouguereau_a-little-coaxing-1890.jpg,william adolphe bouguereau,0.4335474,0.5664526
Realism/gustave-courbet_landscape-near-puit-noir-near-ornans-1872.jpg,gustave courbet,0.45497975,0.5450202
Realism/thomas-eakins_photograph-1910-3.jpg,thomas eakins,0.5377813,0.4622187
Realism/charles-francois-daubigny_the-meadow-of-graves-in-villerville.jpg,charles francois daubigny,0.5938502,0.4061498
Realism/henri-fantin-latour_flowers-1862-1.jpg,henri fantin latour,0.42074573,0.57925427
Realism/nicolae-grigorescu_giri-with-white-veil(1).jpg,nicolae grigorescu,0.54181075,0.45818925
Realism/james-tissot_the-wisdom-of-solomon.jpg,james tissot,0.5995718,0.40042818
Realism/konstantin-makovsky_landscape-with-lake.jpg,konstantin makovsky,0.6191825,0.38081747
Realism/ilya-repin_portrait-of-s-a-repina-1878.jpg,ilya repin,0.68588656,0.31411344
Realism/gustave-courbet_the-winnowers-1855(1).jpg,gustave courbet,0.71545064,0.28454936
Realism/theodore-rousseau_meadows-crossed-by-a-river-1851.jpg,theodore rousseau,0.55027604,0.44972396
Realism/ilya-repin_prophet-1890.jpg,ilya repin,0.5921909,0.40780908
Realism/pavel-fedotov_the-fresh-cavalier.jpg,pavel fedotov,0.5775801,0.4224199
Realism/vincent-van-gogh_the-parsonage-garden-at-nuenen-in-the-snow-1885-1.jpg,vincent van gogh,0.6177933,0.38220668
Realism/ilya-repin_portrait-of-m-p-shevtsova-wife-of-a-shevtsov-1876.jpg,ilya repin,0.4937626,0.5062374
Realism/ilya-repin_old-woman.jpg,ilya repin,0.7160408,0.2839592
Realism/vasily-polenov_a-yard-1881.jpg,vasily polenov,0.45729557,0.54270446
Realism/fyodor-vasilyev_the-barn.jpg,fyodor vasilyev,0.62079835,0.37920165
Realism/theodore-rousseau_the-passer-1855.jpg,theodore rousseau,0.6209603,0.3790397
Realism/constantin-artachino_turk-bargainer.jpg,constantin artachino,0.5457182,0.4542818
Realism/isaac-levitan_summer-evening.jpg,isaac levitan,0.53709847,0.46290153
Realism/vincent-van-gogh_head-of-a-woman-16.jpg,vincent van gogh,0.63973725,0.36026275
Realism/martiros-saryan_cover-of-book-of-fairy-tales-by-hovhannes-tumanyan-1930.jpg,martiros saryan,0.4285688,0.57143116
Realism/james-tissot_the-bunch-of-lilacs.jpg,james tissot,0.3375041,0.6624959
Realism/henri-fantin-latour_white-roses-and-cherries-1865.jpg,henri fantin latour,0.44667816,0.55332184
Realism/vincent-van-gogh_interior-with-peasant-woman-sewing-1885.jpg,vincent van gogh,0.5609263,0.43907368
Realism/james-tissot_the-lost-drachma-1894.jpg,james tissot,0.5737392,0.42626083
Realism/valentin-serov_portrait-of-alexei-morozov-1909.jpg,valentin serov,0.580714,0.419286
Realism/boris-kustodiev_merchant-1920.jpg,boris kustodiev,0.49610692,0.5038931
Realism/vasily-surikov_portrait-of-young-lady-1906.jpg,vasily surikov,0.5754391,0.4245609
Realism/ivan-kramskoy_portrait-of-the-author-mikhail-saltykov-shchedrin-1879.jpg,ivan kramskoy,0.50109756,0.49890244
Realism/john-everett-millais_self-portrait.jpg,john everett millais,0.6448822,0.3551178
Realism/edouard-manet_portrait-of-monsieur-tillet.jpg,edouard manet,0.5601123,0.4398877
Realism/fyodor-vasilyev_dugout.jpg,fyodor vasilyev,0.6427745,0.35722548
Realism/winslow-homer_farmer-with-a-pitchfork.jpg,winslow homer,0.5159668,0.48403323
Realism/camille-corot_plains-near-beauvais.jpg,camille corot,0.47121537,0.52878463
Realism/viktor-vasnetsov_acrobats-festival-in-a-paris-suburb-1877.jpg,viktor vasnetsov,0.59089375,0.40910625
Realism/n.c.-wyeth_what-is-your-name-my-boy.jpg,n.c. wyeth,0.58273923,0.41726077
Impressionism/gregoire-boonzaier_still-life-with-tulips-1937.jpg,gregoire boonzaier,0.40615866,0.5938413
Realism/ilya-repin_the-sitter-s-head-the-second-half-of-the-xix-century.jpg,ilya repin,0.5182751,0.48172492
Realism/vincent-van-gogh_peasant-woman-peeling-potatoes-1885.jpg,vincent van gogh,0.6330201,0.3669799
Realism/volodymyr-orlovsky_the-outskirts-of-kyiv-1886.jpg,volodymyr orlovsky,0.38886088,0.6111391
Realism/winslow-homer_mending-the-nets.jpg,winslow homer,0.61885893,0.38114107
Realism/aleksey-savrasov_volga.jpg,aleksey savrasov,0.55747396,0.44252604
Realism/arkhip-kuindzhi_oaks.jpg,arkhip kuindzhi,0.4401474,0.5598526
Realism/pyotr-konchalovsky_cock-in-a-basket-1930.jpg,pyotr konchalovsky,0.42506745,0.5749326
Realism/valentin-serov_portrait-of-praskovia-tchaokovskaia-1892.jpg,valentin serov,0.60036063,0.39963937
Impressionism/henry-herbert-la-thangue_landscape-study-1889.jpg,henry herbert la thangue,0.56240654,0.43759346
Realism/vincent-van-gogh_peasant-woman-head-3.jpg,vincent van gogh,0.54728967,0.45271033
Realism/camille-corot_houses-near-orleans-1830.jpg,camille corot,0.37635782,0.6236422
Realism/james-tissot_portrait-of-the-pilgrim-1894.jpg,james tissot,0.4247392,0.57526076
Realism/martiros-saryan_the-gifts-of-spring-1968.jpg,martiros saryan,0.35030174,0.64969826
Realism/henri-fantin-latour_the-corner-of-the-table-1872.jpg,henri fantin latour,0.46783894,0.53216106
Realism/william-merritt-chase_my-daughter-dieudonne-alice-dieudonne-chase.jpg,william merritt chase,0.5451131,0.4548869
Realism/ivan-shishkin_ivan-shishkin-and-a-guinet-in-the-studio-on-the-island-of-valaam-1860.jpg,ivan shishkin,0.5162513,0.48374867
Realism/thomas-eakins_photograph-1910-21.jpg,thomas eakins,0.4983244,0.5016756
Realism/nikolay-bogdanov-belsky_southern-seascape.jpg,nikolay bogdanov belsky,0.46866298,0.531337
Realism/vincent-van-gogh_woman-shelling-peas-1885.jpg,vincent van gogh,0.66311777,0.33688223
Realism/giovanni-boldini_portrait-of-a-lady-1889.jpg,giovanni boldini,0.4707525,0.5292475
Impressionism/adolf-hitler_the-munich-opera-house.jpg,adolf hitler,0.49108365,0.5089164
Realism/isaac-levitan_landscape-1883.jpg,isaac levitan,0.4915715,0.5084285
Realism/john-singer-sargent_beatrice-townsend.jpg,john singer sargent,0.44924396,0.55075604
Realism/vincent-van-gogh_clock-clog-with-cutlery-and-a-spoon-rack-1885(1).jpg,vincent van gogh,0.5708772,0.4291228
Realism/vasily-polenov_architectural-sketches-from-travelling-in-germany-1872.jpg,vasily polenov,0.4925669,0.50743306
Realism/valentin-serov_portrait-of-maria-nikolayevna-yermolova-1905.jpg,valentin serov,0.48775613,0.51224387
Realism/vasily-polenov_christ-and-the-sinner-1885.jpg,vasily polenov,0.6407058,0.35929418
Realism/isaac-levitan_night-riverbank.jpg,isaac levitan,0.5404674,0.45953262
Realism/n.c.-wyeth_painting-of-native-american.jpg,n.c. wyeth,0.38142115,0.61857885
Realism/henri-fantin-latour_chrysanthemums-1889.jpg,henri fantin latour,0.4874422,0.5125578
Realism/john-singer-sargent_a-bedouin-arab.jpg,john singer sargent,0.6044601,0.39553988
Realism/nikolai-ge_not_detected_252979-1880.jpg,nikolai ge,0.47255677,0.52744323
Realism/ivan-shishkin_grass-1892.jpg,ivan shishkin,0.38891166,0.61108834
Realism/viktor-vasnetsov_beggars-singer-pilgrims-1873.jpg,viktor vasnetsov,0.49848166,0.50151837
Realism/thomas-eakins_portrait-of-charles-edmund-dana.jpg,thomas eakins,0.5038944,0.4961056
